"RN","ThreAss","ThreCon","intervention","step","Asupp","Bsupp","ABsupp","Apos","Aneg","A","Bpos","Bneg","B","ABpos","ABneg","AB","sr-supporters","sr-opponents","satisfaction-rate","support-rate"
"7","0.2","0.8","0","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","12","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","12","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","13","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"3","0.2","0.4","0","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","12","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","14","19","19","2","14","5","0","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"7","0.2","0.8","0","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"1","0.2","0.2","0","5","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"6","0.2","0.6","1","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","13","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","15","19","19","2","14","5","0","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"7","0.2","0.8","0","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","14","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","18","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"1","0.2","0.2","0","6","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"2","0.2","0.2","1","16","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"4","0.2","0.4","1","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","15","17","21","2","13","4","0","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","19","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","18","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"1","0.2","0.2","0","7","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"7","0.2","0.8","0","20","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","17","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"5","0.2","0.6","0","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","16","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","18","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","21","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","18","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"6","0.2","0.6","1","19","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","18","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","17","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","18","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","22","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","19","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","19","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"8","0.2","0.8","1","18","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","19","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","20","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","20","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"7","0.2","0.8","0","23","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"1","0.2","0.2","0","8","17","21","2","14","3","0","15","5","1","2","0","0","0.7142857142857143","0.8235294117647058","0.775","0.525"
"3","0.2","0.4","0","20","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","20","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","19","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","21","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","19","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","24","16","22","2","13","2","1","16","5","1","2","0","0","0.7272727272727273","0.8125","0.775","0.55"
"2","0.2","0.2","1","21","20","19","1","16","4","0","15","4","0","1","0","0","0.7894736842105263","0.8","0.8","0.475"
"6","0.2","0.6","1","22","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","21","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"8","0.2","0.8","1","20","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","25","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","22","21","18","1","17","4","0","14","4","0","1","0","0","0.7777777777777778","0.8095238095238095","0.8","0.45"
"3","0.2","0.4","0","22","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"6","0.2","0.6","1","23","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","21","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","20","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","26","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"1","0.2","0.2","0","9","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","23","21","18","1","16","4","1","14","4","0","1","0","0","0.7777777777777778","0.7619047619047619","0.775","0.45"
"3","0.2","0.4","0","23","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"7","0.2","0.8","0","27","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","21","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","22","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","24","17","21","2","14","2","1","16","4","1","2","0","0","0.7619047619047619","0.8235294117647058","0.8","0.525"
"4","0.2","0.4","1","21","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"7","0.2","0.8","0","28","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","24","16","22","2","13","2","1","16","5","1","2","0","0","0.7272727272727273","0.8125","0.775","0.55"
"2","0.2","0.2","1","24","21","18","1","16","4","1","14","4","0","1","0","0","0.7777777777777778","0.7619047619047619","0.775","0.45"
"8","0.2","0.8","1","22","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"1","0.2","0.2","0","10","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","22","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"3","0.2","0.4","0","25","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"7","0.2","0.8","0","29","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","25","21","18","1","16","4","1","14","4","0","1","0","0","0.7777777777777778","0.7619047619047619","0.775","0.45"
"6","0.2","0.6","1","25","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"8","0.2","0.8","1","23","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","26","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"7","0.2","0.8","0","30","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"5","0.2","0.6","0","23","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","26","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","23","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"2","0.2","0.2","1","26","21","18","1","15","4","2","14","4","0","1","0","0","0.7777777777777778","0.7142857142857143","0.75","0.45"
"8","0.2","0.8","1","24","16","22","2","13","2","1","16","5","1","2","0","0","0.7272727272727273","0.8125","0.775","0.55"
"3","0.2","0.4","0","27","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"5","0.2","0.6","0","24","16","22","2","13","2","1","16","5","1","2","0","0","0.7272727272727273","0.8125","0.775","0.55"
"4","0.2","0.4","1","24","17","21","2","14","2","1","16","4","1","2","0","0","0.7619047619047619","0.8235294117647058","0.8","0.525"
"7","0.2","0.8","0","31","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"6","0.2","0.6","1","27","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","27","21","18","1","16","5","0","14","4","0","1","0","0","0.7777777777777778","0.7619047619047619","0.775","0.45"
"3","0.2","0.4","0","28","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"5","0.2","0.6","0","25","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"4","0.2","0.4","1","25","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"6","0.2","0.6","1","28","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"7","0.2","0.8","0","32","16","22","2","13","2","1","16","5","1","2","0","0","0.7272727272727273","0.8125","0.775","0.55"
"1","0.2","0.2","0","11","19","19","2","14","4","1","14","4","1","2","0","0","0.7368421052631579","0.7368421052631579","0.75","0.475"
"8","0.2","0.8","1","25","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"3","0.2","0.4","0","29","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
"5","0.2","0.6","0","26","17","21","2","13","3","1","15","5","1","2","0","0","0.7142857142857143","0.7647058823529411","0.75","0.525"
"2","0.2","0.2","1","28","21","18","1","16","5","0","14","4","0","1","0","0","0.7777777777777778","0.7619047619047619","0.775","0.45"
"4","0.2","0.4","1","26","18","20","2","14","3","1","15","4","1","2","0","0","0.75","0.7777777777777778","0.775","0.5"
